Review,Liked,CleanedText,ProcessedText,Sentiment
"Try them in the airport to experience some tasty food and speedy, friendly service.",1,Try them in the airport to experience some tasty food and speedy friendly service,try airport experience tasty food speedy friendly service,positive
I love the decor with the Chinese calligraphy wall paper.,1,I love the decor with the Chinese calligraphy wall paper,love decor chinese calligraphy wall paper,positive
Never had anything to complain about here.,1,Never had anything to complain about here,never anything complain,positive
The restaurant is very clean and has a family restaurant feel to it.,1,The restaurant is very clean and has a family restaurant feel to it,restaurant clean family restaurant feel,positive
It was way over fried.,0,It was way over fried,way fried,negative
I'm not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place.,0,Im not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place,im sure long stood long enough begin feel awkwardly place,negative
"When I opened the sandwich, I was impressed, but not in a good way.",0,When I opened the sandwich I was impressed but not in a good way,opened sandwich impressed good way,negative
Will not be back!,0,Will not be back,back,negative
There was a warm feeling with the service and I felt like their guest for a special treat.,1,There was a warm feeling with the service and I felt like their guest for a special treat,warm feeling service felt like guest special treat,positive
An extensive menu provides lots of options for breakfast.,1,An extensive menu provides lots of options for breakfast,extensive menu provides lot option breakfast,positive
"I always order from the vegetarian menu during dinner, which has a wide array of options to choose from.",1,I always order from the vegetarian menu during dinner which has a wide array of options to choose from,always order vegetarian menu dinner wide array option choose,positive
"I have watched their prices inflate, portions get smaller and management attitudes grow rapidly!",0,I have watched their prices inflate portions get smaller and management attitudes grow rapidly,watched price inflate portion get smaller management attitude grow rapidly,negative
Wonderful lil tapas and the ambience made me feel all warm and fuzzy inside.,1,Wonderful lil tapas and the ambience made me feel all warm and fuzzy inside,wonderful lil tapa ambience made feel warm fuzzy inside,positive
"I got to enjoy the seafood salad, with a fabulous vinegrette.",1,I got to enjoy the seafood salad with a fabulous vinegrette,got enjoy seafood salad fabulous vinegrette,positive
"The wontons were thin, not thick and chewy, almost melt in your mouth.",1,The wontons were thin not thick and chewy almost melt in your mouth,wonton thin thick chewy almost melt mouth,positive
"Level 5 spicy was perfect, where spice didn't over-whelm the soup.",1,Level  spicy was perfect where spice didnt overwhelm the soup,level spicy perfect spice didnt overwhelm soup,positive
We were sat right on time and our server from the get go was FANTASTIC!,1,We were sat right on time and our server from the get go was FANTASTIC,sat right time server get go fantastic,positive
"Main thing I didn't enjoy is that the crowd is of older crowd, around mid 30s and up.",0,Main thing I didnt enjoy is that the crowd is of older crowd around mid s and up,main thing didnt enjoy crowd older crowd around mid,negative
"When I'm on this side of town, this will definitely be a spot I'll hit up again!",1,When Im on this side of town this will definitely be a spot Ill hit up again,im side town definitely spot ill hit,positive
I had to wait over 30 minutes to get my drink and longer to get 2 arepas.,0,I had to wait over  minutes to get my drink and longer to get  arepas,wait minute get drink longer get arepas,negative
This is a GREAT place to eat!,1,This is a GREAT place to eat,great place eat,positive
The jalapeno bacon is soooo good.,1,The jalapeno bacon is soooo good,jalapeno bacon soooo good,positive
The service was poor and thats being nice.,0,The service was poor and thats being nice,service poor thats nice,negative
"Food was good, service was good, Prices were good.",1,Food was good service was good Prices were good,food good service good price good,positive
The place was not clean and the food oh so stale!,0,The place was not clean and the food oh so stale,place clean food oh stale,negative
"The chicken dishes are OK, the beef is like shoe leather.",0,The chicken dishes are OK the beef is like shoe leather,chicken dish ok beef like shoe leather,negative
But the service was beyond bad.,0,But the service was beyond bad,service beyond bad,negative
"I'm so happy to be here!!!""",1,Im so happy to be here,im happy,positive
Tasted like dirt.,0,Tasted like dirt,tasted like dirt,negative
One of the few places in Phoenix that I would definately go back to again .,1,One of the few places in Phoenix that I would definately go back to again ,one place phoenix would definately go back,positive
The block was amazing.,1,The block was amazing,block amazing,positive
"It's close to my house, it's low-key, non-fancy, affordable prices, good food.",1,Its close to my house its lowkey nonfancy affordable prices good food,close house lowkey nonfancy affordable price good food,positive
* Both the Hot & Sour & the Egg Flower Soups were absolutely 5 Stars!,1, Both the Hot  Sour  the Egg Flower Soups were absolutely  Stars,hot sour egg flower soup absolutely star,positive
My sashimi was poor quality being soggy and tasteless.,0,My sashimi was poor quality being soggy and tasteless,sashimi poor quality soggy tasteless,negative
Great time - family dinner on a Sunday night.,1,Great time  family dinner on a Sunday night,great time family dinner sunday night,positive
"the food is not tasty at all, not to say its ""real traditional Hunan style"".",0,the food is not tasty at all not to say its real traditional Hunan style,food tasty say real traditional hunan style,negative
"What did bother me, was the slow service.",0,What did bother me was the slow service,bother slow service,negative
The flair bartenders are absolutely amazing!,1,The flair bartenders are absolutely amazing,flair bartender absolutely amazing,positive
Their frozen margaritas are WAY too sugary for my taste.,0,Their frozen margaritas are WAY too sugary for my taste,frozen margarita way sugary taste,negative
These were so good we ordered them twice.,1,These were so good we ordered them twice,good ordered twice,positive
So in a nutshell: 1) The restaraunt smells like a combination of a dirty fish market and a sewer.,0,So in a nutshell  The restaraunt smells like a combination of a dirty fish market and a sewer,nutshell restaraunt smell like combination dirty fish market sewer,negative
My girlfriend's veal was very bad.,0,My girlfriends veal was very bad,girlfriend veal bad,negative
"Unfortunately, it was not good.",0,Unfortunately it was not good,unfortunately good,negative
I had a pretty satifying experience.,1,I had a pretty satifying experience,pretty satifying experience,positive
Join the club and get awesome offers via email.,1,Join the club and get awesome offers via email,join club get awesome offer via email,positive
"Perfect for someone (me) who only likes beer ice cold, or in this case, even colder.",1,Perfect for someone me who only likes beer ice cold or in this case even colder,perfect someone like beer ice cold case even colder,positive
Bland and flavorless is a good way of describing the barely tepid meat.,0,Bland and flavorless is a good way of describing the barely tepid meat,bland flavorless good way describing barely tepid meat,negative
"The chains, which I'm no fan of, beat this place easily.",0,The chains which Im no fan of beat this place easily,chain im fan beat place easily,negative
The nachos are a MUST HAVE!,1,The nachos are a MUST HAVE,nacho must,positive
We will not be coming back.,0,We will not be coming back,coming back,negative
"I don't have very many words to say about this place, but it does everything pretty well.",1,I dont have very many words to say about this place but it does everything pretty well,dont many word say place everything pretty well,positive
"The staff is super nice and very quick even with the crazy crowds of the downtown juries, lawyers, and court staff.",1,The staff is super nice and very quick even with the crazy crowds of the downtown juries lawyers and court staff,staff super nice quick even crazy crowd downtown jury lawyer court staff,positive
"Great atmosphere, friendly and fast service.",1,Great atmosphere friendly and fast service,great atmosphere friendly fast service,positive
When I received my Pita it was huge it did have a lot of meat in it so thumbs up there.,1,When I received my Pita it was huge it did have a lot of meat in it so thumbs up there,received pita huge lot meat thumb,positive
Once your food arrives it's meh.,0,Once your food arrives its meh,food arrives meh,negative
Paying $7.85 for a hot dog and fries that looks like it came out of a kid's meal at the Wienerschnitzel is not my idea of a good meal.,0,Paying  for a hot dog and fries that looks like it came out of a kids meal at the Wienerschnitzel is not my idea of a good meal,paying hot dog fry look like came kid meal wienerschnitzel idea good meal,negative
The classic Maine Lobster Roll was fantastic.,1,The classic Maine Lobster Roll was fantastic,classic maine lobster roll fantastic,positive
"My brother in law who works at the mall ate here same day, and guess what he was sick all night too.",0,My brother in law who works at the mall ate here same day and guess what he was sick all night too,brother law work mall ate day guess sick night,negative
So good I am going to have to review this place twice - once hereas a tribute to the place and once as a tribute to an event held here last night.,1,So good I am going to have to review this place twice  once hereas a tribute to the place and once as a tribute to an event held here last night,good going review place twice hereas tribute place tribute event held last night,positive
"The chips and salsa were really good, the salsa was very fresh.",1,The chips and salsa were really good the salsa was very fresh,chip salsa really good salsa fresh,positive
This place is great!!!!!!!!!!!!!!,1,This place is great,place great,positive
Mediocre food.,0,Mediocre food,mediocre food,negative
Once you get inside you'll be impressed with the place.,1,Once you get inside youll be impressed with the place,get inside youll impressed place,positive
I'm super pissd.,0,Im super pissd,im super pissd,negative
And service was super friendly.,1,And service was super friendly,service super friendly,positive
Why are these sad little vegetables so overcooked?,0,Why are these sad little vegetables so overcooked,sad little vegetable overcooked,negative
This place was such a nice surprise!,1,This place was such a nice surprise,place nice surprise,positive
They were golden-crispy and delicious.,1,They were goldencrispy and delicious,goldencrispy delicious,positive
"I had high hopes for this place since the burgers are cooked over a charcoal grill, but unfortunately the taste fell flat, way flat.",0,I had high hopes for this place since the burgers are cooked over a charcoal grill but unfortunately the taste fell flat way flat,high hope place since burger cooked charcoal grill unfortunately taste fell flat way flat,negative
I could eat their bruschetta all day it is devine.,1,I could eat their bruschetta all day it is devine,could eat bruschetta day devine,positive
Not a single employee came out to see if we were OK or even needed a water refill once they finally served us our food.,0,Not a single employee came out to see if we were OK or even needed a water refill once they finally served us our food,single employee came see ok even needed water refill finally served u food,negative
"Lastly, the mozzarella sticks, they were the best thing we ordered.",1,Lastly the mozzarella sticks they were the best thing we ordered,lastly mozzarella stick best thing ordered,positive
"The first time I ever came here I had an amazing experience, I still tell people how awesome the duck was.",1,The first time I ever came here I had an amazing experience I still tell people how awesome the duck was,first time ever came amazing experience still tell people awesome duck,positive
The server was very negligent of our needs and made us feel very unwelcome... I would not suggest this place!,0,The server was very negligent of our needs and made us feel very unwelcome I would not suggest this place,server negligent need made u feel unwelcome would suggest place,negative
The service was terrible though.,0,The service was terrible though,service terrible though,negative
"This place is overpriced, not consistent with their boba, and it really is OVERPRICED!",0,This place is overpriced not consistent with their boba and it really is OVERPRICED,place overpriced consistent boba really overpriced,negative
It was packed!!,0,It was packed,packed,negative
I love this place.,1,I love this place,love place,positive
I can say that the desserts were yummy.,1,I can say that the desserts were yummy,say dessert yummy,positive
The food was terrible.,0,The food was terrible,food terrible,negative
The seasonal fruit was fresh white peach puree.,1,The seasonal fruit was fresh white peach puree,seasonal fruit fresh white peach puree,positive
It kept getting worse and worse so now I'm officially done.,0,It kept getting worse and worse so now Im officially done,kept getting worse worse im officially done,negative
This place should honestly be blown up.,0,This place should honestly be blown up,place honestly blown,negative
But I definitely would not eat here again.,0,But I definitely would not eat here again,definitely would eat,negative
Do not waste your money here!,0,Do not waste your money here,waste money,negative
I love that they put their food in nice plastic containers as opposed to cramming it in little paper takeout boxes.,1,I love that they put their food in nice plastic containers as opposed to cramming it in little paper takeout boxes,love put food nice plastic container opposed cramming little paper takeout box,positive
The crêpe was delicate and thin and moist.,1,The crpe was delicate and thin and moist,crpe delicate thin moist,positive
Awful service.,0,Awful service,awful service,negative
Won't ever go here again.,0,Wont ever go here again,wont ever go,negative
Food quality has been horrible.,0,Food quality has been horrible,food quality horrible,negative
For that price I can think of a few place I would have much rather gone.,0,For that price I can think of a few place I would have much rather gone,price think place would much rather gone,negative
The service here is fair at best.,0,The service here is fair at best,service fair best,negative
"I do love sushi, but I found Kabuki to be over-priced, over-hip and under-services.",0,I do love sushi but I found Kabuki to be overpriced overhip and underservices,love sushi found kabuki overpriced overhip underservices,negative
Do yourself a favor and stay away from this dish.,0,Do yourself a favor and stay away from this dish,favor stay away dish,negative
Very poor service.,0,Very poor service,poor service,negative
No one at the table thought the food was above average or worth the wait that we had for it.,0,No one at the table thought the food was above average or worth the wait that we had for it,one table thought food average worth wait,negative
"Best service and food ever, Maria our server was so good and friendly she made our day.",1,Best service and food ever Maria our server was so good and friendly she made our day,best service food ever maria server good friendly made day,positive
They were excellent.,1,They were excellent,excellent,positive
I paid the bill but did not tip because I felt the server did a terrible job.,0,I paid the bill but did not tip because I felt the server did a terrible job,paid bill tip felt server terrible job,negative
Just had lunch here and had a great experience.,1,Just had lunch here and had a great experience,lunch great experience,positive
I have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor.,0,I have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor,never bland food surprised considering article read focused much spice flavor,negative
Food is way overpriced and portions are fucking small.,0,Food is way overpriced and portions are fucking small,food way overpriced portion fucking small,negative
I recently tried Caballero's and I have been back every week since!,1,I recently tried Caballeros and I have been back every week since,recently tried caballeros back every week since,positive
"for 40 bucks a head, i really expect better food.",0,for  bucks a head i really expect better food,buck head really expect better food,negative
The food came out at a good pace.,1,The food came out at a good pace,food came good pace,positive
"I ate there twice on my last visit, and especially enjoyed the salmon salad.",1,I ate there twice on my last visit and especially enjoyed the salmon salad,ate twice last visit especially enjoyed salmon salad,positive
I won't be back.,0,I wont be back,wont back,negative
We could not believe how dirty the oysters were!,0,We could not believe how dirty the oysters were,could believe dirty oyster,negative
This place deserves no stars.,0,This place deserves no stars,place deserves star,negative
I would not recommend this place.,0,I would not recommend this place,would recommend place,negative
"In fact I'm going to round up to 4 stars, just because she was so awesome.",1,In fact Im going to round up to  stars just because she was so awesome,fact im going round star awesome,positive
"To my disbelief, each dish qualified as the worst version of these foods I have ever tasted.",0,To my disbelief each dish qualified as the worst version of these foods I have ever tasted,disbelief dish qualified worst version food ever tasted,negative
"Bad day or not, I have a very low tolerance for rude customer service people, it is your job to be nice and polite, wash dishes otherwise!!",0,Bad day or not I have a very low tolerance for rude customer service people it is your job to be nice and polite wash dishes otherwise,bad day low tolerance rude customer service people job nice polite wash dish otherwise,negative
the potatoes were great and so was the biscuit.,1,the potatoes were great and so was the biscuit,potato great biscuit,positive
I probably would not go here again.,0,I probably would not go here again,probably would go,negative
So flavorful and has just the perfect amount of heat.,1,So flavorful and has just the perfect amount of heat,flavorful perfect amount heat,positive
The price is reasonable and the service is great.,1,The price is reasonable and the service is great,price reasonable service great,positive
"The Wife hated her meal (coconut shrimp), and our friends really did not enjoy their meals, either.",0,The Wife hated her meal coconut shrimp and our friends really did not enjoy their meals either,wife hated meal coconut shrimp friend really enjoy meal either,negative
My fella got the huevos rancheros and they didn't look too appealing.,0,My fella got the huevos rancheros and they didnt look too appealing,fella got huevos rancheros didnt look appealing,negative
"Went in for happy hour, great list of wines.",1,Went in for happy hour great list of wines,went happy hour great list wine,positive
Some may say this buffet is pricey but I think you get what you pay for and this place you are getting quite a lot!,1,Some may say this buffet is pricey but I think you get what you pay for and this place you are getting quite a lot,may say buffet pricey think get pay place getting quite lot,positive
I probably won't be coming back here.,0,I probably wont be coming back here,probably wont coming back,negative
Worst food/service I've had in a while.,0,Worst foodservice Ive had in a while,worst foodservice ive,negative
"This place is pretty good, nice little vibe in the restaurant.",1,This place is pretty good nice little vibe in the restaurant,place pretty good nice little vibe restaurant,positive
Talk about great customer service of course we will be back.,1,Talk about great customer service of course we will be back,talk great customer service course back,positive
"Hot dishes are not hot, cold dishes are close to room temp.I watched staff prepare food with BARE HANDS, no gloves.Everything is deep fried in oil.",0,Hot dishes are not hot cold dishes are close to room tempI watched staff prepare food with BARE HANDS no glovesEverything is deep fried in oil,hot dish hot cold dish close room tempo watched staff prepare food bare hand gloveseverything deep fried oil,negative
I love their fries and their beans.,1,I love their fries and their beans,love fry bean,positive
Always a pleasure dealing with him.,1,Always a pleasure dealing with him,always pleasure dealing,positive
"They have a plethora of salads and sandwiches, and everything I've tried gets my seal of approval.",1,They have a plethora of salads and sandwiches and everything Ive tried gets my seal of approval,plethora salad sandwich everything ive tried get seal approval,positive
This place is awesome if you want something light and healthy during the summer.,1,This place is awesome if you want something light and healthy during the summer,place awesome want something light healthy summer,positive
"For sushi on the Strip, this is the place to go.",1,For sushi on the Strip this is the place to go,sushi strip place go,positive
"The service was great, even the manager came and helped with our table.",1,The service was great even the manager came and helped with our table,service great even manager came helped table,positive
The feel of the dining room was more college cooking course than high class dining and the service was slow at best.,0,The feel of the dining room was more college cooking course than high class dining and the service was slow at best,feel dining room college cooking course high class dining service slow best,negative
"I started this review with two stars, but I'm editing it to give it only one.",0,I started this review with two stars but Im editing it to give it only one,started review two star im editing give one,negative
this is the worst sushi i have ever eat besides Costco's.,0,this is the worst sushi i have ever eat besides Costcos,worst sushi ever eat besides costcos,negative
"All in all an excellent restaurant highlighted by great service, a unique menu, and a beautiful setting.",1,All in all an excellent restaurant highlighted by great service a unique menu and a beautiful setting,excellent restaurant highlighted great service unique menu beautiful setting,positive
My boyfriend and i sat at the bar and had a completely delightful experience.,1,My boyfriend and i sat at the bar and had a completely delightful experience,boyfriend sat bar completely delightful experience,positive
Weird vibe from owners.,0,Weird vibe from owners,weird vibe owner,negative
There was hardly any meat.,0,There was hardly any meat,hardly meat,negative
I've had better bagels from the grocery store.,0,Ive had better bagels from the grocery store,ive better bagel grocery store,negative
Go To Place for Gyros.,1,Go To Place for Gyros,go place gyro,positive
"I love the owner/chef, his one authentic Japanese cool dude!",1,I love the ownerchef his one authentic Japanese cool dude,love ownerchef one authentic japanese cool dude,positive
"Now the burgers aren't as good, the pizza which used to be amazing is doughy and flavorless.",0,Now the burgers arent as good the pizza which used to be amazing is doughy and flavorless,burger arent good pizza used amazing doughy flavorless,negative
I found a six inch long piece of wire in my salsa.,0,I found a six inch long piece of wire in my salsa,found six inch long piece wire salsa,negative
"The service was terrible, food was mediocre.",0,The service was terrible food was mediocre,service terrible food mediocre,negative
We definately enjoyed ourselves.,1,We definately enjoyed ourselves,definately enjoyed,positive
I ordered Albondigas soup - which was just warm - and tasted like tomato soup with frozen meatballs.,0,I ordered Albondigas soup  which was just warm  and tasted like tomato soup with frozen meatballs,ordered albondigas soup warm tasted like tomato soup frozen meatball,negative
"On three different occasions I asked for well done or medium well, and all three times I got the bloodiest piece of meat on my plate.",0,On three different occasions I asked for well done or medium well and all three times I got the bloodiest piece of meat on my plate,three different occasion asked well done medium well three time got bloodiest piece meat plate,negative
I had about two bites and refused to eat anymore.,0,I had about two bites and refused to eat anymore,two bite refused eat anymore,negative
The service was extremely slow.,0,The service was extremely slow,service extremely slow,negative
"After 20 minutes wait, I got a table.",0,After  minutes wait I got a table,minute wait got table,negative
Seriously killer hot chai latte.,1,Seriously killer hot chai latte,seriously killer hot chai latte,positive
"No allergy warnings on the menu, and the waitress had absolutely no clue as to which meals did or did not contain peanuts.",0,No allergy warnings on the menu and the waitress had absolutely no clue as to which meals did or did not contain peanuts,allergy warning menu waitress absolutely clue meal contain peanut,negative
My boyfriend tried the Mediterranean Chicken Salad and fell in love.,1,My boyfriend tried the Mediterranean Chicken Salad and fell in love,boyfriend tried mediterranean chicken salad fell love,positive
Their rotating beers on tap is also a highlight of this place.,1,Their rotating beers on tap is also a highlight of this place,rotating beer tap also highlight place,positive
Pricing is a bit of a concern at Mellow Mushroom.,0,Pricing is a bit of a concern at Mellow Mushroom,pricing bit concern mellow mushroom,negative
Worst Thai ever.,0,Worst Thai ever,worst thai ever,negative
If you stay in Vegas you must get breakfast here at least once.,1,If you stay in Vegas you must get breakfast here at least once,stay vega must get breakfast least,positive
I want to first say our server was great and we had perfect service.,1,I want to first say our server was great and we had perfect service,want first say server great perfect service,positive
The pizza selections are good.,1,The pizza selections are good,pizza selection good,positive
"I had strawberry tea, which was good.",1,I had strawberry tea which was good,strawberry tea good,positive
Highly unprofessional and rude to a loyal patron!,0,Highly unprofessional and rude to a loyal patron,highly unprofessional rude loyal patron,negative
"Overall, a great experience.",1,Overall a great experience,overall great experience,positive
Spend your money elsewhere.,0,Spend your money elsewhere,spend money elsewhere,negative
Their regular toasted bread was equally satisfying with the occasional pats of butter... Mmmm...!,1,Their regular toasted bread was equally satisfying with the occasional pats of butter Mmmm,regular toasted bread equally satisfying occasional pat butter mmmm,positive
The Buffet at Bellagio was far from what I anticipated.,0,The Buffet at Bellagio was far from what I anticipated,buffet bellagio far anticipated,negative
"And the drinks are WEAK, people!",0,And the drinks are WEAK people,drink weak people,negative
-My order was not correct.,0,My order was not correct,order correct,negative
"Also, I feel like the chips are bought, not made in house.",0,Also I feel like the chips are bought not made in house,also feel like chip bought made house,negative
After the disappointing dinner we went elsewhere for dessert.,0,After the disappointing dinner we went elsewhere for dessert,disappointing dinner went elsewhere dessert,negative
The chips and sals a here is amazing!!!!!!!!!!!!!!!!!!!,1,The chips and sals a here is amazing,chip sals amazing,positive
We won't be returning.,0,We wont be returning,wont returning,negative
This is my new fav Vegas buffet spot.,1,This is my new fav Vegas buffet spot,new fav vega buffet spot,positive
I seriously cannot believe that the owner has so many unexperienced employees that all are running around like chickens with their heads cut off.,0,I seriously cannot believe that the owner has so many unexperienced employees that all are running around like chickens with their heads cut off,seriously believe owner many unexperienced employee running around like chicken head cut,negative
"Very, very sad.",0,Very very sad,sad,negative
"i felt insulted and disrespected, how could you talk and judge another human being like that?",0,i felt insulted and disrespected how could you talk and judge another human being like that,felt insulted disrespected could talk judge another human like,negative
"How can you call yourself a steakhouse if you can't properly cook a steak, I don't understand!",0,How can you call yourself a steakhouse if you cant properly cook a steak I dont understand,call steakhouse cant properly cook steak dont understand,negative
I'm not impressed with the concept or the food.,0,Im not impressed with the concept or the food,im impressed concept food,negative
The only thing I wasn't too crazy about was their guacamole as I don't like it puréed.,0,The only thing I wasnt too crazy about was their guacamole as I dont like it pured,thing wasnt crazy guacamole dont like pured,negative
"There is really nothing for me at postinos, hope your experience is better",0,There is really nothing for me at postinos hope your experience is better,really nothing postinos hope experience better,negative
I got food poisoning here at the buffet.,0,I got food poisoning here at the buffet,got food poisoning buffet,negative
They brought a fresh batch of fries and I was thinking yay something warm but no!,0,They brought a fresh batch of fries and I was thinking yay something warm but no,brought fresh batch fry thinking yay something warm,negative
"What SHOULD have been a hilarious, yummy Christmas Eve dinner to remember was the biggest fail of the entire trip for us.",0,What SHOULD have been a hilarious yummy Christmas Eve dinner to remember was the biggest fail of the entire trip for us,hilarious yummy christmas eve dinner remember biggest fail entire trip u,negative
"Needless to say, I won't be going back anytime soon.",0,Needless to say I wont be going back anytime soon,needless say wont going back anytime soon,negative
This place is disgusting!,0,This place is disgusting,place disgusting,negative
"Every time I eat here, I see caring teamwork to a professional degree.",1,Every time I eat here I see caring teamwork to a professional degree,every time eat see caring teamwork professional degree,positive
The RI style calamari was a joke.,0,The RI style calamari was a joke,ri style calamari joke,negative
"However, there was so much garlic in the fondue, it was barely edible.",0,However there was so much garlic in the fondue it was barely edible,however much garlic fondue barely edible,negative
"I could barely stomach the meal, but didn't complain because it was a business lunch.",0,I could barely stomach the meal but didnt complain because it was a business lunch,could barely stomach meal didnt complain business lunch,negative
"It was so bad, I had lost the heart to finish it.",0,It was so bad I had lost the heart to finish it,bad lost heart finish,negative
It also took her forever to bring us the check when we asked for it.,0,It also took her forever to bring us the check when we asked for it,also took forever bring u check asked,negative
We aren't ones to make a scene at restaurants but I just don't get it...definitely lost the love after this one!,0,We arent ones to make a scene at restaurants but I just dont get itdefinitely lost the love after this one,arent one make scene restaurant dont get itdefinitely lost love one,negative
Disappointing experience.,0,Disappointing experience,disappointing experience,negative
"The food is about on par with Denny's, which is to say, not good at all.",0,The food is about on par with Dennys which is to say not good at all,food par dennys say good,negative
"If you want to wait for mediocre food and downright terrible service, then this is the place for you.",0,If you want to wait for mediocre food and downright terrible service then this is the place for you,want wait mediocre food downright terrible service place,negative
WAAAAAAyyyyyyyyyy over rated is all I am saying.,0,WAAAAAAyyyyyyyyyy over rated is all I am saying,waaaaaayyyyyyyyyy rated saying,negative
We won't be going back.,0,We wont be going back,wont going back,negative
The place was fairly clean but the food simply wasn't worth it.,0,The place was fairly clean but the food simply wasnt worth it,place fairly clean food simply wasnt worth,negative
This place lacked style!!,0,This place lacked style,place lacked style,negative
"The sangria was about half of a glass wine full and was $12, ridiculous.",0,The sangria was about half of a glass wine full and was  ridiculous,sangria half glass wine full ridiculous,negative
Don't bother coming here.,0,Dont bother coming here,dont bother coming,negative
"The meat was pretty dry, I had the sliced brisket and pulled pork.",0,The meat was pretty dry I had the sliced brisket and pulled pork,meat pretty dry sliced brisket pulled pork,negative
"The building itself seems pretty neat, the bathroom is pretty trippy, but I wouldn't eat here again.",0,The building itself seems pretty neat the bathroom is pretty trippy but I wouldnt eat here again,building seems pretty neat bathroom pretty trippy wouldnt eat,negative
It was equally awful.,0,It was equally awful,equally awful,negative
Probably not in a hurry to go back.,0,Probably not in a hurry to go back,probably hurry go back,negative
very slow at seating even with reservation.,0,very slow at seating even with reservation,slow seating even reservation,negative
Not good by any stretch of the imagination.,0,Not good by any stretch of the imagination,good stretch imagination,negative
The cashew cream sauce was bland and the vegetables were undercooked.,0,The cashew cream sauce was bland and the vegetables were undercooked,cashew cream sauce bland vegetable undercooked,negative
"The chipolte ranch dipping sause was tasteless, seemed thin and watered down with no heat.",0,The chipolte ranch dipping sause was tasteless seemed thin and watered down with no heat,chipolte ranch dipping sause tasteless seemed thin watered heat,negative
"It was a bit too sweet, not really spicy enough, and lacked flavor.",0,It was a bit too sweet not really spicy enough and lacked flavor,bit sweet really spicy enough lacked flavor,negative
I was VERY disappointed!!,0,I was VERY disappointed,disappointed,negative
This place is horrible and way overpriced.,0,This place is horrible and way overpriced,place horrible way overpriced,negative
"Maybe it's just their Vegetarian fare, but I've been twice and I thought it was average at best.",0,Maybe its just their Vegetarian fare but Ive been twice and I thought it was average at best,maybe vegetarian fare ive twice thought average best,negative
It wasn't busy at all and now we know why.,0,It wasnt busy at all and now we know why,wasnt busy know,negative
The tables outside are also dirty a lot of the time and the workers are not always friendly and helpful with the menu.,0,The tables outside are also dirty a lot of the time and the workers are not always friendly and helpful with the menu,table outside also dirty lot time worker always friendly helpful menu,negative
"The ambiance here did not feel like a buffet setting, but more of a douchey indoor garden for tea and biscuits.",0,The ambiance here did not feel like a buffet setting but more of a douchey indoor garden for tea and biscuits,ambiance feel like buffet setting douchey indoor garden tea biscuit,negative
Con: spotty service.,0,Con spotty service,con spotty service,negative
"The fries were not hot, and neither was my burger.",0,The fries were not hot and neither was my burger,fry hot neither burger,negative
But then they came back cold.,0,But then they came back cold,came back cold,negative
"Then our food came out, disappointment ensued.",0,Then our food came out disappointment ensued,food came disappointment ensued,negative
The real disappointment was our waiter.,0,The real disappointment was our waiter,real disappointment waiter,negative
My husband said she was very rude... did not even apologize for the bad food or anything.,0,My husband said she was very rude did not even apologize for the bad food or anything,husband said rude even apologize bad food anything,negative
The only reason to eat here would be to fill up before a night of binge drinking just to get some carbs in your stomach.,0,The only reason to eat here would be to fill up before a night of binge drinking just to get some carbs in your stomach,reason eat would fill night binge drinking get carbs stomach,negative
"Insults, profound deuchebaggery, and had to go outside for a smoke break while serving just to solidify it.",0,Insults profound deuchebaggery and had to go outside for a smoke break while serving just to solidify it,insult profound deuchebaggery go outside smoke break serving solidify,negative
If someone orders two tacos don't' you think it may be part of customer service to ask if it is combo or ala cart?,0,If someone orders two tacos dont you think it may be part of customer service to ask if it is combo or ala cart,someone order two taco dont think may part customer service ask combo ala cart,negative
She was quite disappointed although some blame needs to be placed at her door.,0,She was quite disappointed although some blame needs to be placed at her door,quite disappointed although blame need placed door,negative
After all the rave reviews I couldn't wait to eat here......what a disappointment!,0,After all the rave reviews I couldnt wait to eat herewhat a disappointment,rave review couldnt wait eat herewhat disappointment,negative
Del Taco is pretty nasty and should be avoided if possible.,0,Del Taco is pretty nasty and should be avoided if possible,del taco pretty nasty avoided possible,negative
It's NOT hard to make a decent hamburger.,0,Its NOT hard to make a decent hamburger,hard make decent hamburger,negative
But I don't like it.,0,But I dont like it,dont like,negative
Hell no will I go back,0,Hell no will I go back,hell go back,negative
We've have gotten a much better service from the pizza place next door than the services we received from this restaurant.,0,Weve have gotten a much better service from the pizza place next door than the services we received from this restaurant,weve gotten much better service pizza place next door service received restaurant,negative
"I don't know what the big deal is about this place, but I won't be back ""ya'all"".",0,I dont know what the big deal is about this place but I wont be back yaall,dont know big deal place wont back yaall,negative
I immediately said I wanted to talk to the manager but I did not want to talk to the guy who was doing shots of fireball behind the bar.,0,I immediately said I wanted to talk to the manager but I did not want to talk to the guy who was doing shots of fireball behind the bar,immediately said wanted talk manager want talk guy shot fireball behind bar,negative
The ambiance isn't much better.,0,The ambiance isnt much better,ambiance isnt much better,negative
"Unfortunately, it only set us up for disapppointment with our entrees.",0,Unfortunately it only set us up for disapppointment with our entrees,unfortunately set u disapppointment entree,negative
The food wasn't good.,0,The food wasnt good,food wasnt good,negative
"Your servers suck, wait, correction, our server Heimer sucked.",0,Your servers suck wait correction our server Heimer sucked,server suck wait correction server heimer sucked,negative
